job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI01979,Deep Learning Engineer,68513,USD,EN,FL,Denmark,S,Japan,50,"SQL, NLP, PyTorch, Git",PhD,0,Real Estate,2024-02-03,2024-04-05,1796,7.9,AI Innovations
AI01980,Machine Learning Researcher,45999,USD,EN,FL,China,S,Sweden,100,"Scala, NLP, Data Visualization",Bachelor,0,Consulting,2025-04-26,2025-06-07,1039,6.2,AI Innovations
AI01981,Machine Learning Engineer,183692,GBP,SE,CT,United Kingdom,L,United Kingdom,0,"Scala, SQL, Computer Vision, Deep Learning, Docker",PhD,8,Healthcare,2024-10-22,2025-01-02,2259,9.4,DeepTech Ventures
AI01982,Machine Learning Researcher,46188,USD,EN,FT,India,M,France,100,"Scala, Git, Computer Vision, Hadoop",Bachelor,1,Automotive,2024-06-12,2024-08-16,1406,9.1,Digital Transformation LLC
AI01983,AI Research Scientist,141440,EUR,SE,FT,Netherlands,M,Netherlands,0,"NLP, PyTorch, Tableau, Spark, Deep Learning",Master,6,Government,2025-01-19,2025-03-30,795,8.3,Neural Networks Co
AI01984,Machine Learning Engineer,60859,USD,MI,FL,India,M,India,100,"Scala, Azure, Statistics, Linux, Computer Vision",PhD,2,Media,2024-08-02,2024-09-16,2288,5.2,AI Innovations
AI01986,Principal Data Scientist,78165,USD,EN,FL,Switzerland,M,Israel,0,"SQL, Java, Computer Vision, Kubernetes",PhD,1,Education,2024-12-30,2025-01-14,2284,5.7,Machine Intelligence Group
AI01987,AI Specialist,51821,USD,MI,FT,Ireland,M,Ireland,100,"R, Computer Vision, SQL, GCP",Master,4,Telecommunications,2024-01-21,2024-02-05,2417,9.2,AI Innovations
AI01988,Data Engineer,90770,USD,SE,FL,India,S,India,100,"TensorFlow, Python, Docker, Statistics, Deep Learning",Bachelor,8,Automotive,2024-11-28,2025-01-27,2286,5.4,AI Innovations
AI01991,Machine Learning Engineer,72571,USD,MI,PT,Austria,L,Austria,100,"AWS, Scala, Kubernetes, Deep Learning",PhD,3,Manufacturing,2024-05-21,2024-06-27,1479,7.5,Quantum Computing Inc
AI01993,Principal Data Scientist,126831,GBP,SE,FT,United Kingdom,S,United Kingdom,0,"SQL, MLOps, Tableau, Kubernetes",Master,9,Education,2025-02-10,2025-03-25,1609,5.3,Quantum Computing Inc
AI01994,AI Specialist,83776,USD,SE,PT,Finland,M,Finland,100,"Kubernetes, Computer Vision, Spark, Statistics",PhD,9,Consulting,2024-08-09,2024-09-06,2425,5.2,Autonomous Tech
AI01996,AI Product Manager,82981,USD,MI,FL,China,L,China,100,"Computer Vision, Linux, Scala",Master,4,Media,2025-01-24,2025-03-07,1448,8.9,Machine Intelligence Group
AI01997,AI Research Scientist,159917,EUR,SE,CT,Netherlands,M,Ireland,0,"Tableau, GCP, Statistics",PhD,7,Technology,2024-04-12,2024-05-02,2443,6,Quantum Computing Inc
AI01999,Machine Learning Engineer,72053,USD,EN,FT,Denmark,M,Japan,100,"Kubernetes, NLP, Azure",Bachelor,1,Government,2024-05-08,2024-06-02,543,5.2,Predictive Systems
AI02001,AI Architect,119975,USD,MI,FL,Switzerland,L,Australia,100,"AWS, SQL, Python, TensorFlow",PhD,2,Retail,2024-12-05,2025-02-06,2303,6.1,DataVision Ltd
AI02004,Data Scientist,107125,USD,MI,PT,Sweden,L,Sweden,50,"Data Visualization, Python, Mathematics",PhD,2,Real Estate,2024-08-27,2024-10-05,2362,8.4,Neural Networks Co
AI02006,Data Analyst,48573,USD,EN,FT,India,L,India,0,"Tableau, Data Visualization, Azure, GCP, Mathematics",Bachelor,1,Automotive,2024-05-06,2024-05-31,1308,7.1,Machine Intelligence Group
AI02007,Data Scientist,33546,USD,EN,PT,Finland,S,Finland,50,"PyTorch, SQL, NLP, Hadoop, GCP",PhD,1,Technology,2024-05-11,2024-06-20,1254,9.2,Quantum Computing Inc
AI02008,NLP Engineer,74504,USD,MI,FT,Australia,M,Australia,50,"Hadoop, Linux, Data Visualization",PhD,2,Gaming,2024-10-28,2024-12-23,1384,9.5,Cloud AI Solutions
AI02009,AI Software Engineer,53292,USD,EN,FL,Israel,M,Israel,50,"SQL, Scala, Azure",Master,1,Retail,2024-10-23,2024-11-26,2093,6,Algorithmic Solutions
AI02010,Deep Learning Engineer,83620,USD,MI,FT,Ireland,L,Ireland,50,"Linux, Azure, GCP",Master,2,Education,2024-12-04,2025-01-17,1221,8.5,Cognitive Computing
AI02018,Research Scientist,145356,EUR,SE,PT,Netherlands,L,Netherlands,0,"Hadoop, Tableau, Deep Learning",Bachelor,5,Telecommunications,2024-08-25,2024-10-07,1969,5.1,TechCorp Inc
AI02020,AI Specialist,198340,USD,EX,PT,United States,L,United States,100,"NLP, R, Docker, SQL",Master,13,Transportation,2024-03-08,2024-05-11,1556,8.8,Advanced Robotics
AI02023,NLP Engineer,84641,EUR,MI,PT,France,S,United Kingdom,0,"R, Hadoop, Python, Azure, Data Visualization",Bachelor,3,Government,2025-01-15,2025-03-21,1559,9.3,Smart Analytics
AI02024,Data Analyst,156699,USD,SE,FL,Singapore,L,Singapore,100,"Kubernetes, Computer Vision, Hadoop, Statistics",Bachelor,5,Government,2024-04-10,2024-05-08,1889,7.5,Neural Networks Co
AI02026,Data Engineer,175297,USD,EX,FT,Israel,M,Israel,100,"Tableau, GCP, Deep Learning, SQL, Python",PhD,11,Technology,2024-04-08,2024-06-20,1699,9.8,Autonomous Tech
AI02027,AI Specialist,170571,EUR,SE,FL,Germany,L,Netherlands,100,"Tableau, NLP, Hadoop",PhD,5,Finance,2024-08-21,2024-09-17,1798,8.8,TechCorp Inc
AI02029,Autonomous Systems Engineer,128911,USD,MI,CT,United States,M,United States,50,"Tableau, MLOps, Kubernetes, SQL",PhD,4,Energy,2024-02-03,2024-03-11,1717,8.3,Algorithmic Solutions
AI02030,Principal Data Scientist,238549,USD,EX,FL,Norway,L,Austria,0,"Spark, Hadoop, Python, Kubernetes",Bachelor,11,Real Estate,2024-04-25,2024-06-15,1727,9.4,Neural Networks Co
AI02031,AI Software Engineer,105975,USD,SE,PT,Japan,L,Japan,50,"R, Kubernetes, Data Visualization",PhD,5,Telecommunications,2025-02-16,2025-03-30,651,9.8,DeepTech Ventures
AI02032,Data Engineer,310349,USD,EX,CT,Switzerland,L,Switzerland,50,"SQL, Scala, Kubernetes",Bachelor,14,Technology,2024-01-13,2024-02-12,1027,9.8,Digital Transformation LLC
AI02036,ML Ops Engineer,40697,USD,EN,PT,Austria,M,Austria,50,"Kubernetes, Java, Mathematics, Computer Vision, Tableau",Bachelor,0,Real Estate,2025-03-05,2025-04-26,812,8.1,AI Innovations
AI02037,AI Software Engineer,322318,USD,EX,FL,Switzerland,S,Netherlands,100,"SQL, PyTorch, Deep Learning, AWS",PhD,13,Consulting,2024-07-03,2024-09-13,771,8.9,Smart Analytics
AI02039,AI Research Scientist,107924,USD,MI,FT,Sweden,M,Sweden,0,"Python, TensorFlow, GCP, PyTorch, Linux",Master,3,Manufacturing,2024-10-14,2024-11-27,1624,6.6,TechCorp Inc
AI02040,Computer Vision Engineer,49156,USD,MI,FL,Finland,S,Finland,50,"Docker, MLOps, Mathematics, Python",Master,2,Automotive,2024-10-10,2024-12-06,1285,6.5,Predictive Systems
AI02042,Head of AI,181091,USD,SE,PT,Denmark,M,Singapore,50,"Java, SQL, Statistics",PhD,7,Education,2024-05-07,2024-06-13,2334,7.6,Smart Analytics
AI02043,Data Scientist,43474,USD,EN,FT,Israel,L,Israel,50,"PyTorch, Spark, SQL",PhD,0,Media,2024-06-02,2024-08-12,1745,6.9,DeepTech Ventures
AI02044,Machine Learning Engineer,82781,USD,EN,CT,Denmark,S,Denmark,100,"Tableau, PyTorch, TensorFlow",Bachelor,0,Education,2024-11-18,2025-01-19,1257,7.5,Machine Intelligence Group
AI02045,AI Consultant,77008,EUR,EN,PT,Netherlands,L,Denmark,100,"Spark, Python, Git, TensorFlow, Tableau",Bachelor,1,Automotive,2024-10-28,2024-11-11,1577,7.1,Neural Networks Co
AI02046,Machine Learning Researcher,118788,USD,MI,FL,Norway,S,Norway,100,"Java, NLP, MLOps, Statistics, Tableau",PhD,2,Gaming,2024-01-31,2024-02-26,1721,9.1,DataVision Ltd
AI02047,Machine Learning Engineer,101894,USD,SE,CT,Sweden,S,Sweden,100,"Python, Hadoop, NLP",Bachelor,8,Automotive,2025-02-06,2025-03-14,2007,5.9,Digital Transformation LLC
AI02049,Deep Learning Engineer,55375,USD,MI,FT,China,S,China,50,"Linux, GCP, R, Computer Vision, Mathematics",Bachelor,2,Retail,2025-04-02,2025-04-27,614,8.3,Autonomous Tech
AI02050,Autonomous Systems Engineer,61701,USD,EN,FL,Sweden,S,Sweden,50,"Scala, Docker, Tableau",Master,1,Technology,2024-08-15,2024-10-19,2116,7.1,Smart Analytics
AI02051,AI Consultant,68729,USD,SE,FT,Ireland,S,France,50,"Docker, PyTorch, SQL, Linux",Bachelor,5,Education,2024-03-08,2024-04-11,1962,5.4,Digital Transformation LLC
AI02052,ML Ops Engineer,56037,USD,EN,FT,Australia,S,Australia,100,"Python, MLOps, Linux, TensorFlow, Deep Learning",Master,1,Retail,2024-02-03,2024-04-05,1961,5.8,Cognitive Computing
AI02054,Autonomous Systems Engineer,75077,EUR,EN,CT,Netherlands,S,Netherlands,100,"Docker, R, Mathematics",Bachelor,1,Media,2024-05-30,2024-06-22,1738,6.2,AI Innovations
AI02057,Principal Data Scientist,82005,EUR,EN,FL,France,L,France,0,"SQL, Docker, PyTorch, AWS",Master,1,Media,2025-04-13,2025-05-11,1474,7.7,Advanced Robotics
AI02058,ML Ops Engineer,75085,GBP,EN,FT,United Kingdom,S,United Kingdom,50,"Data Visualization, PyTorch, Java, Python, GCP",Master,1,Telecommunications,2024-10-01,2024-12-08,1003,8.7,Machine Intelligence Group
AI02060,Machine Learning Researcher,101098,EUR,MI,PT,Netherlands,L,Canada,50,"Java, Statistics, Python",Master,4,Transportation,2024-07-06,2024-07-22,1238,8.8,Quantum Computing Inc
AI02061,AI Consultant,57535,USD,EN,FT,India,L,India,50,"Python, Data Visualization, MLOps",Bachelor,0,Gaming,2025-03-24,2025-04-29,1278,9.2,Algorithmic Solutions
AI02062,Computer Vision Engineer,96824,USD,MI,PT,Australia,S,Australia,100,"GCP, PyTorch, Deep Learning, MLOps",Master,4,Consulting,2025-03-15,2025-05-16,1517,9.9,Future Systems
AI02063,Autonomous Systems Engineer,217955,USD,SE,FT,Switzerland,L,Switzerland,100,"Java, AWS, Tableau, Spark",Bachelor,9,Finance,2024-09-11,2024-10-10,1193,5.4,Autonomous Tech
AI02064,Research Scientist,61276,USD,EN,CT,Singapore,S,Singapore,50,"Git, Hadoop, Docker",PhD,1,Finance,2025-03-31,2025-05-31,1634,5.9,Future Systems
AI02065,AI Consultant,104933,USD,EN,FL,Norway,L,Norway,100,"Kubernetes, MLOps, Deep Learning",Bachelor,1,Education,2025-01-09,2025-02-22,2171,6.5,Algorithmic Solutions
AI02067,Data Scientist,204726,USD,EX,PT,Denmark,L,Denmark,50,"Deep Learning, Python, Docker, Linux, MLOps",Bachelor,11,Retail,2025-01-19,2025-03-20,2405,8.1,TechCorp Inc
AI02068,AI Architect,60005,USD,MI,PT,China,S,Ireland,100,"Scala, R, Python, AWS, SQL",Master,4,Healthcare,2024-03-15,2024-05-04,2004,8,Machine Intelligence Group
AI02071,Data Engineer,84133,EUR,MI,FL,France,S,France,0,"Deep Learning, Scala, Azure, Kubernetes, Statistics",Master,3,Transportation,2024-09-26,2024-12-01,1259,7.6,Algorithmic Solutions
AI02072,AI Product Manager,108151,GBP,SE,FL,United Kingdom,M,Israel,100,"Kubernetes, Python, TensorFlow, Hadoop",Bachelor,8,Consulting,2024-03-22,2024-05-10,1548,5.7,AI Innovations
AI02073,AI Architect,127345,USD,MI,FT,Denmark,M,Denmark,50,"Python, Spark, Deep Learning, Java, Git",Bachelor,2,Automotive,2024-09-10,2024-11-09,1174,5.6,Cognitive Computing
AI02075,Research Scientist,45317,USD,EN,FT,Austria,L,Austria,0,"Spark, Azure, Java",PhD,1,Media,2024-11-03,2025-01-13,996,6.7,Neural Networks Co
AI02076,Head of AI,131774,EUR,SE,FT,Netherlands,L,Netherlands,0,"Java, Linux, Hadoop",Master,5,Energy,2024-04-07,2024-05-17,1463,7.2,AI Innovations
AI02078,Machine Learning Engineer,87867,USD,MI,CT,Ireland,L,Ireland,100,"Kubernetes, Deep Learning, Computer Vision, PyTorch, GCP",Bachelor,3,Technology,2025-03-04,2025-05-02,1832,7.1,DeepTech Ventures
AI02079,ML Ops Engineer,43469,USD,EN,CT,India,L,India,100,"Spark, Statistics, SQL, Python, MLOps",Master,0,Manufacturing,2024-11-30,2025-02-09,1124,7.6,Machine Intelligence Group
AI02082,Autonomous Systems Engineer,136693,USD,SE,CT,Singapore,L,Singapore,100,"PyTorch, Java, SQL",PhD,6,Telecommunications,2024-02-24,2024-04-22,1597,9.1,Future Systems
AI02083,AI Product Manager,157522,EUR,SE,FL,Netherlands,L,Netherlands,0,"AWS, Scala, Java, Git, SQL",PhD,7,Energy,2024-01-16,2024-02-16,795,5.4,Predictive Systems
AI02084,Principal Data Scientist,174414,USD,SE,CT,Denmark,L,Denmark,100,"Java, R, Scala",Master,7,Gaming,2025-04-03,2025-05-17,2154,6.5,Digital Transformation LLC
AI02085,Principal Data Scientist,52661,USD,MI,CT,Finland,M,Finland,100,"Scala, Tableau, TensorFlow, Mathematics",PhD,4,Automotive,2024-08-31,2024-11-03,2273,5.6,Machine Intelligence Group
AI02086,Research Scientist,56264,USD,EN,FT,Israel,M,Israel,100,"AWS, Linux, SQL",PhD,0,Energy,2024-06-15,2024-07-29,1080,9.3,Quantum Computing Inc
AI02087,Machine Learning Researcher,63334,GBP,EN,CT,United Kingdom,L,United Kingdom,0,"Hadoop, Computer Vision, Scala, PyTorch, MLOps",PhD,0,Energy,2025-01-15,2025-02-01,1054,5.6,Cognitive Computing
AI02089,Data Scientist,126696,USD,MI,CT,Switzerland,M,Switzerland,0,"Python, Git, Scala, GCP, Java",Master,3,Real Estate,2024-04-09,2024-06-08,1797,8.5,Neural Networks Co
AI02090,AI Software Engineer,114471,EUR,SE,CT,Germany,S,Germany,50,"Java, Hadoop, Computer Vision, Kubernetes, Git",Master,7,Technology,2024-07-17,2024-09-06,1397,6.9,Future Systems
AI02092,AI Architect,85133,USD,SE,PT,India,S,Denmark,100,"MLOps, Kubernetes, Docker",Bachelor,5,Real Estate,2024-04-04,2024-04-23,2019,7.6,Algorithmic Solutions
AI02093,Machine Learning Researcher,77562,EUR,MI,FL,Netherlands,S,Germany,50,"SQL, Mathematics, PyTorch, Computer Vision",Bachelor,3,Retail,2024-09-14,2024-11-01,587,9.1,Smart Analytics
AI02095,Data Analyst,158109,USD,EX,CT,Singapore,M,Japan,0,"Hadoop, R, NLP",PhD,11,Education,2025-03-10,2025-05-15,955,6.9,Future Systems
AI02096,Autonomous Systems Engineer,81397,USD,SE,FT,China,S,Israel,0,"Git, Kubernetes, Java",Master,8,Media,2024-08-22,2024-09-19,951,8.3,Smart Analytics
AI02097,Deep Learning Engineer,175364,USD,EX,CT,United States,S,Japan,0,"Git, PyTorch, AWS, Mathematics, Tableau",PhD,11,Finance,2024-03-09,2024-05-21,1747,6.1,TechCorp Inc
AI02098,AI Research Scientist,56957,USD,EN,FT,Canada,S,South Korea,100,"Scala, SQL, NLP, Docker, Kubernetes",Bachelor,0,Real Estate,2024-03-31,2024-05-15,2338,8.1,Cloud AI Solutions
AI02099,Data Engineer,63425,USD,MI,CT,India,S,United Kingdom,50,"Spark, Kubernetes, Scala, MLOps, Hadoop",Master,4,Healthcare,2024-06-17,2024-07-23,1198,9.4,DeepTech Ventures
AI02100,Deep Learning Engineer,42742,USD,EN,FT,India,L,India,50,"R, Kubernetes, Git, Hadoop",Master,0,Gaming,2024-12-29,2025-02-24,1064,9.4,Future Systems
AI02103,Computer Vision Engineer,80862,USD,MI,PT,India,L,India,100,"AWS, TensorFlow, Statistics",Bachelor,4,Gaming,2024-07-28,2024-09-15,1743,8.3,Autonomous Tech
AI02105,Data Engineer,82441,EUR,MI,CT,Netherlands,M,Netherlands,50,"Statistics, TensorFlow, SQL, MLOps, Computer Vision",PhD,2,Retail,2024-07-05,2024-07-19,961,8.2,Advanced Robotics
AI02106,Machine Learning Researcher,97999,USD,MI,FL,United States,M,United States,50,"Java, AWS, Python",Bachelor,2,Manufacturing,2025-03-07,2025-05-16,1495,6.5,DeepTech Ventures
AI02108,NLP Engineer,73113,USD,SE,FL,India,M,India,100,"Linux, R, Kubernetes",PhD,7,Technology,2025-02-04,2025-04-04,1406,7.1,Quantum Computing Inc
AI02110,Autonomous Systems Engineer,113879,USD,SE,FL,Finland,L,Netherlands,0,"GCP, Scala, Hadoop",PhD,8,Manufacturing,2024-09-03,2024-10-16,2178,9.4,Digital Transformation LLC
AI02111,AI Product Manager,89500,GBP,MI,FL,United Kingdom,M,United Kingdom,0,"AWS, Docker, GCP",Bachelor,2,Media,2024-01-22,2024-03-17,1642,7.3,Future Systems
AI02114,Head of AI,51253,EUR,EN,FT,Netherlands,S,Netherlands,50,"Docker, NLP, AWS, Spark, Kubernetes",Bachelor,0,Government,2024-08-05,2024-08-25,967,5.8,Future Systems
AI02115,AI Product Manager,73138,USD,MI,FL,India,L,India,0,"PyTorch, TensorFlow, MLOps, SQL, Azure",PhD,2,Real Estate,2024-08-09,2024-09-05,715,9.6,Smart Analytics
AI02116,Deep Learning Engineer,96213,USD,MI,PT,Australia,M,Australia,50,"Hadoop, PyTorch, Tableau",Master,4,Gaming,2025-02-02,2025-04-16,919,7.7,Digital Transformation LLC
AI02117,AI Specialist,51462,USD,MI,FT,China,S,China,0,"Kubernetes, Data Visualization, MLOps",Master,3,Telecommunications,2025-03-08,2025-04-25,563,6.5,Quantum Computing Inc
AI02120,AI Software Engineer,110257,USD,SE,FT,Sweden,M,United Kingdom,100,"Computer Vision, Docker, NLP",Bachelor,9,Education,2024-03-26,2024-05-20,1355,5.2,Predictive Systems
AI02121,Autonomous Systems Engineer,105618,USD,SE,PT,Ireland,L,Ireland,50,"NLP, PyTorch, Azure, TensorFlow",Bachelor,6,Transportation,2024-04-10,2024-06-08,909,6.2,Advanced Robotics
AI02122,NLP Engineer,224550,USD,SE,FL,Norway,L,Norway,0,"SQL, PyTorch, Docker",Bachelor,7,Gaming,2025-03-01,2025-03-16,855,8.5,Future Systems
AI02123,Autonomous Systems Engineer,70859,USD,SE,PT,India,S,Switzerland,50,"TensorFlow, Tableau, NLP, PyTorch",Bachelor,5,Transportation,2025-04-23,2025-05-29,1512,6.4,DeepTech Ventures
AI02124,AI Consultant,160929,USD,MI,PT,Denmark,L,Denmark,50,"Kubernetes, Docker, TensorFlow, PyTorch",PhD,3,Automotive,2024-12-20,2025-02-10,1230,6,DataVision Ltd
AI02125,Principal Data Scientist,120019,USD,EN,PT,Denmark,L,Denmark,100,"Hadoop, AWS, Python, Spark",Master,0,Government,2025-01-31,2025-03-12,1150,6.8,Autonomous Tech
AI02127,Data Engineer,71084,USD,EN,FT,United States,S,United States,100,"NLP, Python, Spark, Data Visualization, Kubernetes",Bachelor,1,Gaming,2025-04-26,2025-05-27,2248,9.8,DataVision Ltd
AI02128,AI Architect,119199,USD,MI,CT,Switzerland,L,Switzerland,50,"Tableau, Docker, GCP",PhD,2,Transportation,2024-04-07,2024-06-15,2290,5.9,Cognitive Computing
AI02129,Data Analyst,134006,EUR,SE,FT,Netherlands,S,Netherlands,100,"Linux, Hadoop, Spark",PhD,5,Consulting,2024-07-20,2024-09-14,1799,8.8,Future Systems
AI02135,AI Product Manager,236381,USD,EX,FT,Sweden,L,Ireland,100,"Data Visualization, Azure, PyTorch, Linux",PhD,10,Gaming,2024-10-29,2024-12-09,1908,9.4,Machine Intelligence Group
AI02136,Machine Learning Researcher,166468,USD,SE,FT,Norway,M,Norway,0,"Python, TensorFlow, MLOps",PhD,8,Real Estate,2024-08-22,2024-09-12,826,9.2,Quantum Computing Inc
AI02137,Deep Learning Engineer,58338,USD,MI,CT,South Korea,M,South Korea,0,"Linux, SQL, TensorFlow, R, NLP",PhD,4,Consulting,2024-07-03,2024-08-10,898,7.1,Cognitive Computing
AI02139,AI Software Engineer,83867,USD,EN,PT,Singapore,L,Japan,50,"Hadoop, Tableau, PyTorch, Git",PhD,0,Real Estate,2024-01-24,2024-02-22,1900,5.4,Predictive Systems
AI02141,Deep Learning Engineer,109754,USD,EN,CT,Switzerland,L,United States,100,"NLP, PyTorch, TensorFlow, Azure, Data Visualization",Bachelor,1,Real Estate,2024-09-16,2024-10-07,1966,6.3,Neural Networks Co
AI02143,Research Scientist,160599,EUR,EX,FT,Germany,S,Germany,50,"Spark, Linux, Computer Vision, Python",PhD,14,Real Estate,2024-10-25,2025-01-02,1731,6.1,Predictive Systems
AI02144,Deep Learning Engineer,91451,USD,EN,FL,Sweden,L,Sweden,50,"TensorFlow, Hadoop, Docker, Tableau",Master,0,Media,2024-02-24,2024-03-21,1347,8.1,Machine Intelligence Group
AI02145,Machine Learning Researcher,40343,USD,EN,FL,Finland,S,South Korea,50,"R, Tableau, Deep Learning, Git",Master,0,Transportation,2025-03-26,2025-04-15,1688,6.5,Smart Analytics
AI02146,Robotics Engineer,206145,EUR,EX,FT,Netherlands,M,India,0,"GCP, SQL, R",Master,14,Finance,2024-12-18,2025-01-09,1714,9.7,DeepTech Ventures
AI02149,Data Scientist,157531,USD,SE,PT,Denmark,M,Denmark,0,"Python, TensorFlow, NLP, Git, GCP",Bachelor,7,Government,2024-01-01,2024-01-31,1803,5.8,DeepTech Ventures
AI02151,AI Architect,42236,USD,EN,PT,Finland,L,Finland,50,"MLOps, Spark, Statistics, SQL, AWS",Master,1,Gaming,2025-04-20,2025-05-28,1856,8.9,Algorithmic Solutions
AI02154,AI Software Engineer,133495,USD,EX,FT,Singapore,S,Singapore,50,"Kubernetes, Linux, SQL, Computer Vision",PhD,13,Technology,2024-09-21,2024-10-11,2114,9.2,Future Systems
AI02157,Head of AI,88694,USD,EN,FL,Sweden,L,Sweden,100,"Python, TensorFlow, Scala",PhD,0,Media,2024-07-21,2024-09-17,1216,9.8,Cognitive Computing
AI02158,AI Software Engineer,85731,GBP,EN,CT,United Kingdom,L,United Kingdom,50,"Statistics, Git, Deep Learning, Python",Master,0,Gaming,2024-12-24,2025-02-22,2426,9.1,DataVision Ltd
AI02159,Research Scientist,66115,USD,EN,PT,Australia,S,Australia,0,"Linux, Python, AWS, NLP",Master,1,Automotive,2024-09-01,2024-10-15,718,7.5,Cloud AI Solutions
AI02160,Research Scientist,85670,EUR,MI,PT,Germany,S,Germany,0,"Java, Azure, R, Data Visualization, PyTorch",Bachelor,3,Retail,2024-10-27,2024-12-23,2435,6.4,DeepTech Ventures
AI02162,Data Analyst,78161,USD,MI,CT,Canada,S,France,0,"Mathematics, R, AWS",PhD,3,Manufacturing,2024-07-20,2024-08-04,792,8.5,Algorithmic Solutions
AI02163,Deep Learning Engineer,133857,USD,MI,FL,Norway,L,Finland,50,"PyTorch, Scala, Computer Vision, AWS, Python",PhD,4,Real Estate,2024-05-26,2024-07-26,1745,5.9,Future Systems
AI02165,Head of AI,237312,USD,EX,FL,United States,L,Switzerland,0,"MLOps, Kubernetes, NLP",Bachelor,12,Gaming,2025-01-23,2025-02-28,661,7.4,Digital Transformation LLC
AI02166,NLP Engineer,93705,USD,MI,FL,Canada,L,Canada,100,"MLOps, Java, R, SQL, Mathematics",Bachelor,4,Real Estate,2024-06-22,2024-08-26,1197,7.8,Digital Transformation LLC
AI02168,Data Analyst,84031,USD,MI,CT,Sweden,L,Sweden,0,"TensorFlow, Docker, Tableau, Computer Vision",PhD,4,Gaming,2024-12-09,2025-01-31,1206,6.4,DeepTech Ventures
AI02169,Data Engineer,123539,USD,SE,PT,India,L,Norway,0,"Scala, Git, MLOps",PhD,5,Healthcare,2024-11-02,2025-01-07,1924,6.4,TechCorp Inc
AI02171,Data Analyst,163835,USD,SE,FT,Denmark,S,United States,100,"SQL, Hadoop, GCP, PyTorch",Bachelor,8,Retail,2024-04-21,2024-06-15,1690,9,Algorithmic Solutions
AI02172,NLP Engineer,67010,GBP,EN,FL,United Kingdom,S,United Kingdom,0,"Java, Git, NLP, AWS, PyTorch",PhD,0,Finance,2024-12-03,2024-12-17,1984,6.2,DeepTech Ventures
AI02173,NLP Engineer,110672,USD,EN,FT,Denmark,L,Denmark,100,"TensorFlow, NLP, Linux, Data Visualization, GCP",PhD,0,Consulting,2024-05-25,2024-06-29,1013,9.2,DeepTech Ventures
AI02174,AI Specialist,56123,USD,EN,CT,Finland,M,Finland,0,"Deep Learning, Azure, Statistics, PyTorch",Master,0,Retail,2024-09-07,2024-10-29,649,6.5,Digital Transformation LLC
AI02178,Autonomous Systems Engineer,75835,USD,EN,FL,United States,L,Japan,0,"NLP, Java, Kubernetes, R, Mathematics",Master,1,Consulting,2025-01-23,2025-02-18,1408,9.3,Algorithmic Solutions
AI02179,AI Product Manager,132252,USD,SE,FL,Australia,M,Australia,100,"PyTorch, Deep Learning, Scala, TensorFlow",Master,8,Government,2024-05-18,2024-07-17,2330,7,Digital Transformation LLC
AI02180,Head of AI,56723,USD,MI,PT,China,S,China,0,"SQL, Python, Git, Spark",Master,4,Retail,2024-11-03,2024-12-27,762,6.6,Neural Networks Co
AI02181,AI Architect,38864,USD,EN,PT,India,S,Denmark,50,"NLP, Scala, R",Master,0,Gaming,2024-08-15,2024-10-13,2495,8.9,Smart Analytics
AI02183,Computer Vision Engineer,61490,USD,EN,FT,Australia,S,Australia,50,"GCP, Linux, Docker, Git",PhD,0,Real Estate,2024-10-06,2024-11-25,1192,8.6,Algorithmic Solutions
AI02184,Research Scientist,90143,GBP,MI,CT,United Kingdom,L,United Kingdom,100,"Linux, TensorFlow, Data Visualization, Spark",PhD,3,Retail,2024-05-01,2024-06-22,965,9.1,Machine Intelligence Group
AI02187,Machine Learning Engineer,298955,USD,EX,FL,Norway,M,Norway,100,"Computer Vision, MLOps, Hadoop",Bachelor,12,Finance,2024-10-17,2024-12-25,704,8.3,Autonomous Tech
AI02188,ML Ops Engineer,126821,USD,EX,FT,Austria,S,Austria,50,"NLP, Scala, Spark",Master,10,Consulting,2024-11-18,2024-12-13,2415,6.4,Neural Networks Co
AI02189,Data Analyst,55672,USD,MI,CT,Austria,S,Austria,100,"MLOps, Docker, Spark, Python, Linux",PhD,4,Transportation,2024-12-16,2025-02-06,790,5.6,DataVision Ltd
AI02190,Data Engineer,46459,USD,EN,PT,Ireland,L,Ireland,100,"Scala, Git, Spark",Bachelor,1,Retail,2025-03-16,2025-04-27,1570,9.4,Autonomous Tech
AI02191,Machine Learning Engineer,161300,USD,EX,CT,Sweden,L,Sweden,50,"NLP, AWS, MLOps",Master,11,Automotive,2024-08-28,2024-10-10,1305,5.4,Digital Transformation LLC
AI02193,AI Specialist,51204,USD,EN,FL,Japan,S,Ireland,50,"Kubernetes, Statistics, PyTorch",PhD,1,Energy,2025-03-30,2025-05-22,2467,9,Cognitive Computing
AI02194,Autonomous Systems Engineer,48929,EUR,EN,PT,Germany,S,Germany,50,"Docker, Hadoop, Statistics",PhD,0,Manufacturing,2025-02-18,2025-04-15,1389,5.4,Digital Transformation LLC
AI02196,Data Scientist,66889,USD,MI,FL,Austria,M,Japan,0,"Hadoop, Computer Vision, Data Visualization, Statistics",PhD,3,Transportation,2025-04-06,2025-04-24,537,7.6,Machine Intelligence Group
