job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI01298,Data Engineer,74684,MI,CT,Australia,S,Australia,0,"AWS, Java, Spark, NLP",Associate,2,Finance,2024-05-26,2024-06-24,2141,7,Future Systems
AI01299,Data Analyst,159770,SE,FL,United States,S,Australia,0,"Data Visualization, Hadoop, Kubernetes, Python, TensorFlow",Master,6,Transportation,2025-01-19,2025-03-06,1483,8,Cloud AI Solutions
AI01300,Robotics Engineer,237558,EX,PT,Netherlands,M,Netherlands,100,"SQL, Hadoop, Data Visualization, Deep Learning",Associate,13,Finance,2024-08-25,2024-09-24,1339,9,Predictive Systems
AI01301,Data Scientist,100235,SE,CT,Canada,M,Canada,50,"R, SQL, Tableau",PhD,5,Consulting,2025-04-10,2025-05-29,2378,7,Predictive Systems
AI01302,Machine Learning Researcher,62450,EN,CT,Australia,M,Australia,50,"Java, PyTorch, Python, Kubernetes",PhD,0,Retail,2025-04-02,2025-04-25,552,9,Cognitive Computing
AI01303,Data Analyst,55972,MI,FL,Japan,S,Japan,100,"Azure, Java, Spark, SQL",Master,3,Media,2024-01-29,2024-03-09,1117,8,Machine Intelligence Group
AI01304,Deep Learning Engineer,129026,EX,CT,Australia,S,Australia,50,"NLP, Python, GCP, Data Visualization",Master,10,Telecommunications,2025-03-15,2025-04-03,2393,9,Quantum Computing Inc
AI01305,NLP Engineer,67449,EN,FL,Singapore,L,Singapore,50,"AWS, Scala, Python, Statistics, TensorFlow",Master,1,Energy,2025-03-16,2025-04-25,947,9,Smart Analytics
AI01306,Deep Learning Engineer,160528,EX,CT,Ireland,S,Singapore,0,"Python, GCP, Data Visualization",Bachelor,10,Healthcare,2024-07-20,2024-09-29,730,6,DeepTech Ventures
AI01307,Machine Learning Engineer,229819,EX,FT,Netherlands,M,Netherlands,100,"Scala, Python, GCP, Azure",Bachelor,13,Manufacturing,2024-02-08,2024-03-10,999,5,TechCorp Inc
AI01308,Principal Data Scientist,72034,SE,FT,Finland,S,Israel,50,"Git, NLP, TensorFlow, R",Bachelor,8,Healthcare,2025-04-24,2025-06-12,732,5,Quantum Computing Inc
AI01309,ML Ops Engineer,58734,MI,FL,Austria,S,Austria,0,"MLOps, Statistics, Data Visualization, Python",PhD,4,Media,2025-04-29,2025-06-03,1300,6,Neural Networks Co
AI01310,AI Product Manager,112265,SE,FT,France,M,France,50,"NLP, Computer Vision, Statistics, Deep Learning, Tableau",Bachelor,9,Automotive,2024-08-21,2024-09-08,1940,8,DataVision Ltd
AI01311,Autonomous Systems Engineer,104220,SE,FT,Australia,M,Israel,0,"Python, AWS, MLOps",PhD,5,Consulting,2024-09-27,2024-11-25,2131,5,Quantum Computing Inc
AI01312,AI Research Scientist,109273,MI,CT,United Kingdom,M,United Kingdom,50,"Deep Learning, PyTorch, Azure, Tableau",Associate,3,Technology,2025-04-09,2025-04-25,1728,6,Machine Intelligence Group
AI01313,AI Software Engineer,85965,MI,FL,United Kingdom,S,United Kingdom,50,"Scala, NLP, Data Visualization, Java",Associate,4,Media,2024-12-24,2025-02-27,1822,8,Future Systems
AI01314,Machine Learning Engineer,149802,SE,FL,Canada,L,Canada,50,"PyTorch, R, Java, Data Visualization",Associate,9,Telecommunications,2024-11-10,2024-11-25,1284,9,AI Innovations
AI01315,Principal Data Scientist,75728,MI,CT,India,L,Switzerland,100,"MLOps, Linux, Deep Learning, TensorFlow, PyTorch",Associate,2,Government,2025-01-21,2025-02-23,1165,9,Digital Transformation LLC
AI01316,Research Scientist,200646,EX,CT,Sweden,M,Sweden,50,"SQL, Tableau, PyTorch",PhD,13,Technology,2024-04-16,2024-05-02,1613,6,Predictive Systems
AI01317,Deep Learning Engineer,168134,EX,PT,Australia,L,Australia,50,"Tableau, R, AWS, PyTorch",Associate,16,Manufacturing,2025-04-27,2025-06-30,1665,5,Neural Networks Co
AI01318,ML Ops Engineer,119685,SE,FT,Israel,L,Israel,100,"SQL, Kubernetes, Linux, MLOps, Deep Learning",Master,7,Gaming,2025-01-10,2025-01-30,1527,7,DeepTech Ventures
AI01319,AI Consultant,147780,SE,CT,United Kingdom,M,United Kingdom,50,"Spark, Hadoop, Python, NLP, Git",Master,5,Telecommunications,2024-03-22,2024-04-23,2273,6,Digital Transformation LLC
AI01320,AI Architect,190447,SE,PT,United States,L,United States,0,"GCP, Linux, Kubernetes, Scala, Azure",Bachelor,7,Energy,2024-03-21,2024-05-03,1669,8,Cognitive Computing
AI01321,AI Architect,75958,EN,CT,Sweden,M,Sweden,100,"SQL, PyTorch, Linux",PhD,0,Telecommunications,2024-03-22,2024-05-02,895,8,Digital Transformation LLC
AI01322,Machine Learning Researcher,70130,MI,FL,Ireland,M,Ireland,50,"GCP, Azure, Git",Master,2,Manufacturing,2024-01-24,2024-02-17,870,9,Smart Analytics
AI01323,Deep Learning Engineer,50605,EN,FL,Austria,M,Austria,100,"Computer Vision, SQL, GCP",PhD,0,Energy,2024-11-27,2024-12-30,708,8,Smart Analytics
AI01324,AI Software Engineer,120068,MI,CT,United Kingdom,L,Netherlands,50,"Java, Tableau, Computer Vision, TensorFlow, Kubernetes",PhD,4,Energy,2024-01-30,2024-04-12,2174,5,Advanced Robotics
AI01325,AI Specialist,51178,EN,CT,Japan,S,Canada,0,"SQL, Docker, Python, Java",Bachelor,0,Media,2024-05-25,2024-06-13,1415,7,Neural Networks Co
AI01326,Head of AI,60646,MI,CT,Finland,L,India,50,"Hadoop, Mathematics, GCP",PhD,3,Technology,2024-01-21,2024-02-10,519,7,TechCorp Inc
AI01327,AI Consultant,183449,EX,FT,France,L,Austria,100,"Computer Vision, SQL, Hadoop",Associate,14,Media,2024-04-22,2024-06-13,2057,8,Digital Transformation LLC
AI01328,Research Scientist,89183,MI,PT,Sweden,M,Sweden,100,"Scala, Linux, Hadoop, Java, Git",Associate,3,Consulting,2024-10-14,2024-12-24,1449,6,DataVision Ltd
AI01329,AI Architect,157517,EX,FT,Japan,M,Japan,0,"AWS, PyTorch, TensorFlow, Linux",PhD,18,Government,2025-03-19,2025-05-29,709,8,Smart Analytics
AI01330,Computer Vision Engineer,129483,SE,PT,Australia,L,Japan,50,"TensorFlow, Data Visualization, Azure",PhD,6,Retail,2025-03-03,2025-04-29,1733,8,Machine Intelligence Group
AI01331,AI Specialist,89056,MI,PT,Sweden,M,Sweden,100,"Data Visualization, SQL, Git, Mathematics",PhD,2,Media,2024-02-17,2024-04-22,2252,6,DataVision Ltd
AI01332,AI Research Scientist,56311,EN,FT,Finland,M,Finland,100,"Git, Data Visualization, Mathematics, Python",Master,0,Media,2025-01-01,2025-03-06,1405,8,Machine Intelligence Group
AI01333,Machine Learning Engineer,201525,EX,FT,Israel,L,Israel,50,"Linux, R, Azure",Master,18,Government,2024-03-07,2024-03-23,814,5,TechCorp Inc
AI01334,Data Engineer,69734,MI,FL,Austria,S,Germany,100,"Mathematics, Hadoop, Git, Statistics, Java",Associate,3,Automotive,2024-06-09,2024-07-17,509,8,Future Systems
AI01335,Machine Learning Engineer,147728,SE,FL,Singapore,M,Austria,0,"Git, Data Visualization, Kubernetes",PhD,6,Automotive,2024-06-07,2024-06-22,1263,6,Digital Transformation LLC
AI01336,Research Scientist,74606,EN,PT,Sweden,M,Sweden,0,"Kubernetes, Linux, Data Visualization, TensorFlow",PhD,0,Energy,2024-02-11,2024-04-12,2342,5,Smart Analytics
AI01337,Research Scientist,86918,MI,FL,Israel,L,Israel,0,"Java, Python, Spark, SQL, MLOps",PhD,2,Energy,2024-07-12,2024-08-10,2254,8,Autonomous Tech
AI01338,Deep Learning Engineer,33035,EN,FL,China,S,China,0,"Hadoop, Scala, MLOps",PhD,0,Telecommunications,2024-01-05,2024-02-11,770,7,Cognitive Computing
AI01339,Data Analyst,89198,EN,CT,Norway,S,United Kingdom,50,"Tableau, SQL, Python, TensorFlow",Master,0,Telecommunications,2025-02-17,2025-03-15,621,5,AI Innovations
AI01340,AI Software Engineer,58700,MI,FT,Israel,S,Israel,50,"Git, Java, Linux, SQL, Mathematics",Master,3,Gaming,2025-01-22,2025-02-08,1704,8,Cloud AI Solutions
AI01341,Robotics Engineer,52177,MI,FT,Finland,S,Finland,0,"Kubernetes, Azure, Scala",Bachelor,2,Gaming,2024-03-07,2024-04-19,1036,8,Cognitive Computing
AI01342,AI Software Engineer,85222,EN,FL,Netherlands,M,Netherlands,50,"AWS, TensorFlow, Computer Vision",PhD,1,Automotive,2024-09-20,2024-10-10,1472,5,Advanced Robotics
AI01343,AI Architect,144798,SE,PT,Netherlands,M,Netherlands,0,"Scala, Java, Mathematics",Bachelor,8,Transportation,2024-05-16,2024-07-10,1133,8,TechCorp Inc
AI01344,ML Ops Engineer,46095,EN,FL,Japan,S,Japan,0,"Python, TensorFlow, NLP, Scala, Data Visualization",PhD,0,Media,2024-12-03,2025-01-16,946,8,DeepTech Ventures
AI01345,AI Consultant,91777,SE,FT,India,L,India,0,"AWS, Kubernetes, Statistics, Tableau",Master,8,Government,2025-04-18,2025-05-20,2208,5,DeepTech Ventures
AI01346,AI Consultant,175663,EX,CT,Germany,M,Germany,100,"R, Statistics, SQL, Kubernetes, GCP",PhD,15,Healthcare,2025-01-26,2025-03-14,1983,6,Quantum Computing Inc
AI01347,AI Software Engineer,85205,EN,CT,Singapore,L,Singapore,0,"Java, Git, Computer Vision, Mathematics",Associate,0,Manufacturing,2024-09-10,2024-10-31,552,5,Digital Transformation LLC
AI01348,AI Consultant,142913,SE,CT,France,M,France,50,"SQL, PyTorch, TensorFlow, Hadoop",Bachelor,9,Education,2024-11-04,2024-12-02,889,9,Neural Networks Co
AI01349,AI Product Manager,79684,EN,FT,Singapore,L,Singapore,100,"Java, AWS, Git, Spark",PhD,1,Energy,2025-03-06,2025-03-25,1104,8,Cognitive Computing
AI01350,Robotics Engineer,289312,EX,FT,United Kingdom,L,Austria,100,"Java, Linux, Azure",Master,19,Consulting,2024-08-17,2024-10-05,594,6,TechCorp Inc
AI01351,AI Software Engineer,49339,MI,FT,Japan,S,Japan,0,"PyTorch, Statistics, Linux",PhD,2,Consulting,2024-12-27,2025-01-15,1704,6,Digital Transformation LLC
AI01352,ML Ops Engineer,71794,SE,PT,China,S,China,50,"SQL, Computer Vision, MLOps",PhD,6,Technology,2025-01-23,2025-02-23,1941,5,Smart Analytics
AI01353,Computer Vision Engineer,87273,MI,FT,China,L,China,100,"SQL, Azure, Data Visualization, GCP",Associate,4,Finance,2024-06-05,2024-07-18,943,5,Predictive Systems
AI01354,ML Ops Engineer,38316,EN,PT,China,S,China,100,"R, Azure, Mathematics, TensorFlow, Python",PhD,0,Automotive,2025-04-22,2025-07-01,2404,9,Smart Analytics
AI01355,ML Ops Engineer,74721,SE,PT,Austria,M,Austria,100,"MLOps, Hadoop, TensorFlow",Master,8,Media,2024-01-07,2024-01-25,2131,6,Advanced Robotics
AI01356,AI Research Scientist,131757,EX,FT,Austria,L,Austria,50,"Git, Computer Vision, MLOps, Deep Learning",PhD,18,Retail,2025-03-18,2025-04-03,2084,8,Cognitive Computing
AI01357,Autonomous Systems Engineer,179763,SE,PT,Denmark,M,Denmark,0,"Java, NLP, PyTorch, SQL",Bachelor,6,Telecommunications,2024-05-10,2024-06-09,1265,7,TechCorp Inc
AI01358,Deep Learning Engineer,54017,EN,FT,Netherlands,M,Switzerland,0,"Scala, Java, R, Docker, Deep Learning",Bachelor,0,Technology,2024-07-16,2024-08-19,2461,5,Smart Analytics
AI01359,NLP Engineer,41811,EN,FL,India,M,India,100,"SQL, Tableau, Python, Data Visualization, GCP",Bachelor,1,Gaming,2025-01-04,2025-02-08,1739,6,Cloud AI Solutions
AI01360,Data Analyst,89500,MI,CT,France,M,France,100,"Docker, R, Python",Master,2,Government,2024-09-03,2024-10-04,1848,5,TechCorp Inc
AI01361,AI Specialist,115817,SE,CT,Japan,L,Sweden,0,"Spark, Kubernetes, Scala",Associate,8,Automotive,2025-01-22,2025-02-13,2384,8,Digital Transformation LLC
AI01362,Autonomous Systems Engineer,227863,EX,FL,Canada,M,Canada,100,"Scala, PyTorch, Hadoop",Bachelor,19,Government,2024-10-18,2024-11-04,1452,9,TechCorp Inc
AI01363,AI Product Manager,78244,EN,FL,United States,S,United States,50,"Git, Data Visualization, NLP",PhD,1,Healthcare,2025-02-27,2025-04-10,1466,9,DeepTech Ventures
AI01364,Machine Learning Researcher,162762,EX,CT,Canada,S,Canada,100,"MLOps, SQL, Deep Learning, NLP",Bachelor,18,Healthcare,2024-06-23,2024-08-31,2018,9,TechCorp Inc
AI01365,AI Product Manager,203007,EX,PT,Germany,M,Germany,100,"MLOps, GCP, Kubernetes",Master,13,Media,2025-01-08,2025-03-18,927,6,Quantum Computing Inc
AI01366,AI Consultant,87707,SE,PT,India,S,India,0,"SQL, MLOps, Kubernetes, Hadoop",Master,5,Finance,2025-02-22,2025-04-19,1389,8,Predictive Systems
AI01367,Data Analyst,66052,MI,FT,Finland,S,Finland,100,"Java, MLOps, Scala, Azure, Deep Learning",Associate,4,Healthcare,2024-10-04,2024-11-12,1931,5,DataVision Ltd
AI01368,AI Software Engineer,186783,EX,CT,Japan,L,South Korea,100,"Deep Learning, Linux, Python, Docker, Git",Master,12,Consulting,2024-06-29,2024-07-25,1810,6,DataVision Ltd
AI01369,Machine Learning Researcher,86969,SE,CT,India,M,Sweden,50,"R, AWS, SQL",PhD,9,Gaming,2024-10-10,2024-11-27,2320,9,Predictive Systems
AI01370,Robotics Engineer,92941,SE,CT,India,S,India,100,"R, Docker, Linux, Python, Data Visualization",Associate,9,Telecommunications,2025-02-09,2025-04-23,761,8,Future Systems
AI01371,Data Analyst,195405,SE,FT,Denmark,M,France,50,"SQL, Deep Learning, Python",Bachelor,7,Technology,2025-03-13,2025-04-20,1355,6,Neural Networks Co
AI01372,Head of AI,135743,MI,PT,Norway,L,Norway,50,"Hadoop, NLP, Spark, Data Visualization",PhD,3,Education,2024-02-15,2024-04-14,1245,9,Quantum Computing Inc
AI01373,Machine Learning Researcher,62950,MI,CT,China,S,China,100,"Spark, Hadoop, Kubernetes",Bachelor,4,Energy,2024-11-16,2025-01-22,2372,6,Machine Intelligence Group
AI01374,Data Scientist,289435,EX,FL,Australia,L,Australia,100,"PyTorch, NLP, Tableau, Computer Vision",Bachelor,15,Retail,2025-01-03,2025-01-21,1637,8,Advanced Robotics
AI01375,Data Analyst,103040,EN,CT,United States,L,United States,0,"Linux, AWS, Azure",Master,1,Consulting,2025-03-10,2025-04-19,2473,9,Algorithmic Solutions
AI01376,Machine Learning Engineer,102678,SE,PT,China,L,China,50,"Data Visualization, Python, TensorFlow",Master,5,Consulting,2024-04-22,2024-06-03,2029,7,Quantum Computing Inc
AI01377,Machine Learning Researcher,131748,EX,PT,South Korea,S,South Korea,0,"Mathematics, Linux, Python",Associate,14,Telecommunications,2024-10-15,2024-12-17,658,6,Smart Analytics
AI01378,Data Engineer,123064,SE,CT,Japan,L,Austria,0,"Python, Linux, Statistics, Kubernetes",Bachelor,7,Retail,2024-11-17,2024-12-03,1264,6,DataVision Ltd
AI01379,Data Scientist,111672,EN,FL,Norway,L,Norway,100,"Python, Linux, TensorFlow, Mathematics, Hadoop",PhD,0,Real Estate,2024-09-19,2024-11-12,2274,9,Autonomous Tech
AI01380,Data Scientist,136910,SE,FL,Norway,S,Norway,100,"Azure, R, Git, MLOps",Associate,8,Healthcare,2024-10-26,2025-01-05,1890,6,Smart Analytics
AI01381,ML Ops Engineer,146263,EX,PT,India,S,Austria,50,"PyTorch, Scala, Git",Associate,11,Healthcare,2024-04-08,2024-06-08,1238,8,Smart Analytics
AI01382,Machine Learning Researcher,128119,EX,FT,Ireland,L,Ireland,50,"Scala, Data Visualization, Kubernetes, Python",Master,15,Education,2024-10-10,2024-11-13,1513,9,AI Innovations
AI01383,AI Specialist,55093,EN,FL,China,M,China,100,"SQL, Python, Statistics, GCP",PhD,0,Manufacturing,2024-12-26,2025-01-14,1500,5,DeepTech Ventures
AI01384,AI Product Manager,47244,EN,CT,China,M,China,50,"GCP, Deep Learning, AWS, Spark, Tableau",Associate,0,Telecommunications,2024-07-26,2024-08-15,1335,6,Cognitive Computing
AI01385,AI Architect,73307,MI,CT,Germany,S,Germany,100,"SQL, PyTorch, AWS, Java",Associate,3,Retail,2024-06-18,2024-07-27,528,7,Algorithmic Solutions
AI01386,Computer Vision Engineer,172415,EX,CT,Australia,L,Australia,0,"Computer Vision, Python, GCP",Bachelor,19,Finance,2024-03-09,2024-04-11,1189,9,Algorithmic Solutions
AI01387,Data Engineer,55042,MI,FL,China,S,China,0,"AWS, SQL, Data Visualization, PyTorch, Docker",Associate,2,Government,2024-04-28,2024-07-02,929,8,Cognitive Computing
AI01388,NLP Engineer,103322,SE,CT,Germany,S,Germany,0,"Git, Linux, Azure, Python",Associate,9,Education,2024-01-04,2024-02-11,1791,8,Neural Networks Co
AI01389,AI Consultant,275544,EX,FT,Denmark,S,Denmark,50,"Linux, Kubernetes, MLOps, TensorFlow",Associate,11,Retail,2025-04-21,2025-06-20,2195,9,Cognitive Computing
AI01390,Machine Learning Researcher,61256,MI,CT,South Korea,L,Ireland,0,"Python, NLP, MLOps, SQL, Statistics",PhD,2,Media,2024-09-29,2024-12-07,2090,6,Machine Intelligence Group
AI01391,AI Software Engineer,171629,EX,FL,China,M,China,100,"Tableau, MLOps, Deep Learning",Bachelor,14,Finance,2024-02-11,2024-03-10,2288,9,Smart Analytics
AI01392,ML Ops Engineer,85337,SE,PT,Israel,M,Israel,50,"Linux, Python, Git, Data Visualization",PhD,6,Technology,2024-10-12,2024-11-19,954,8,Predictive Systems
AI01393,Head of AI,117819,MI,FL,United Kingdom,L,Switzerland,0,"AWS, Tableau, Computer Vision, GCP",PhD,3,Manufacturing,2024-02-05,2024-02-27,791,7,AI Innovations
AI01394,Data Scientist,75782,SE,PT,India,M,Canada,50,"Spark, Python, Mathematics, Git",Master,7,Energy,2024-12-17,2025-01-28,538,7,Smart Analytics
AI01395,Machine Learning Researcher,193717,EX,FT,Canada,M,Canada,50,"R, Git, Mathematics, Java, Python",PhD,17,Energy,2025-04-05,2025-05-02,543,6,Advanced Robotics
AI01396,AI Specialist,133978,MI,CT,Switzerland,S,Switzerland,50,"Spark, TensorFlow, PyTorch, Mathematics, Git",PhD,4,Healthcare,2024-01-03,2024-02-22,1075,5,Cognitive Computing
AI01397,AI Consultant,72226,EN,FL,Australia,S,Australia,100,"Data Visualization, Linux, Azure",Master,1,Retail,2024-07-19,2024-09-18,1390,5,Predictive Systems
AI01398,AI Consultant,60900,MI,CT,Israel,L,Israel,50,"GCP, Python, Spark, NLP, Kubernetes",Associate,4,Education,2024-01-05,2024-02-17,1062,7,Algorithmic Solutions
AI01399,Principal Data Scientist,52538,MI,FL,Japan,S,Japan,50,"Linux, MLOps, Spark, SQL, Azure",Master,3,Energy,2024-11-15,2024-12-20,1832,5,DeepTech Ventures
AI01400,AI Architect,156172,EX,FT,Finland,S,Finland,100,"Kubernetes, Java, Azure, GCP",Associate,10,Consulting,2024-09-03,2024-10-01,585,8,AI Innovations
AI01401,ML Ops Engineer,65473,EN,FL,France,L,France,0,"Linux, Kubernetes, Data Visualization, GCP, Scala",Master,1,Healthcare,2024-10-22,2024-12-22,1819,9,DeepTech Ventures
AI01402,ML Ops Engineer,69013,MI,FL,Sweden,S,Sweden,0,"Hadoop, GCP, AWS",Master,4,Manufacturing,2024-07-21,2024-08-19,679,6,TechCorp Inc
AI01403,Head of AI,85908,SE,FL,Austria,S,Austria,100,"Git, Deep Learning, MLOps, Statistics, PyTorch",PhD,8,Manufacturing,2024-06-28,2024-09-05,2226,5,Algorithmic Solutions
AI01404,ML Ops Engineer,40719,EN,CT,China,S,Norway,100,"Python, Computer Vision, Git, Kubernetes",Master,1,Healthcare,2024-06-05,2024-08-01,756,9,Smart Analytics
AI01405,AI Consultant,72876,EN,FL,Singapore,S,Switzerland,100,"Deep Learning, SQL, PyTorch",Bachelor,0,Automotive,2024-02-22,2024-03-27,1821,9,Autonomous Tech
AI01406,Data Scientist,86032,SE,CT,Israel,M,Israel,0,"Scala, Tableau, NLP",Associate,8,Consulting,2024-11-22,2024-12-25,2353,9,Machine Intelligence Group
AI01407,Machine Learning Researcher,275914,EX,PT,United States,M,United States,0,"PyTorch, Git, Computer Vision, Linux",Associate,11,Education,2024-11-29,2024-12-31,2147,6,Cloud AI Solutions
AI01408,Machine Learning Researcher,211142,EX,FL,Denmark,L,Denmark,100,"Scala, Python, Git, Hadoop, Tableau",Master,13,Consulting,2025-01-09,2025-03-05,1224,5,Autonomous Tech
AI01409,AI Research Scientist,154290,EX,FL,Israel,S,India,50,"Mathematics, Computer Vision, NLP, GCP, Git",Bachelor,18,Government,2024-05-09,2024-06-03,1208,8,TechCorp Inc
AI01410,Head of AI,47057,EN,FT,Ireland,S,Ireland,0,"AWS, Java, Azure, Git",Associate,0,Media,2024-11-18,2024-12-28,605,10,DeepTech Ventures
AI01411,ML Ops Engineer,122390,SE,CT,Austria,L,Netherlands,100,"Spark, Java, Data Visualization",Master,6,Gaming,2024-10-14,2024-11-23,2322,7,Algorithmic Solutions
AI01412,Data Engineer,114270,MI,CT,Denmark,S,Denmark,0,"Python, Scala, Computer Vision, Azure, MLOps",Bachelor,2,Government,2024-05-19,2024-06-29,1857,8,TechCorp Inc
AI01413,Machine Learning Researcher,41320,EN,FT,Austria,M,Austria,0,"TensorFlow, Tableau, PyTorch, Hadoop, Python",PhD,0,Technology,2024-08-19,2024-09-13,1047,7,Smart Analytics
AI01414,Data Engineer,89494,SE,PT,China,L,China,50,"MLOps, Linux, Mathematics, NLP",PhD,5,Consulting,2024-05-03,2024-06-15,1924,9,Quantum Computing Inc
AI01415,AI Specialist,75304,EN,FL,France,L,France,50,"Linux, Azure, Computer Vision, R",Associate,1,Automotive,2024-05-10,2024-07-10,1234,8,Smart Analytics
AI01416,Data Analyst,361541,EX,CT,Denmark,L,Denmark,0,"Python, Azure, R",Master,13,Retail,2024-08-17,2024-10-07,2007,7,Algorithmic Solutions
AI01417,Head of AI,76401,MI,FL,China,M,China,50,"Git, Kubernetes, Statistics, Azure, Linux",PhD,3,Technology,2024-12-27,2025-02-09,939,5,Machine Intelligence Group
AI01418,ML Ops Engineer,65996,MI,FL,Austria,M,Austria,50,"Python, TensorFlow, Spark",Bachelor,4,Automotive,2024-05-11,2024-07-22,1904,7,Digital Transformation LLC
AI01419,Autonomous Systems Engineer,178482,EX,FT,Japan,M,Japan,0,"Spark, GCP, Java",PhD,11,Automotive,2024-04-25,2024-06-30,2299,6,Future Systems
AI01420,AI Product Manager,68838,MI,CT,India,M,Singapore,0,"Data Visualization, Linux, Computer Vision, SQL",Associate,3,Transportation,2024-01-19,2024-03-30,1125,6,AI Innovations
AI01421,AI Research Scientist,44236,EN,FL,Japan,M,Sweden,100,"Spark, AWS, Mathematics, MLOps",Associate,0,Consulting,2024-07-30,2024-08-27,944,9,DeepTech Ventures
AI01422,Machine Learning Researcher,316575,EX,FL,Denmark,M,Denmark,50,"Git, Mathematics, Deep Learning, Java, SQL",Associate,19,Finance,2025-03-16,2025-04-27,827,8,Algorithmic Solutions
AI01423,Principal Data Scientist,57537,EN,FT,Australia,S,Australia,50,"Java, PyTorch, R",Associate,1,Energy,2024-01-05,2024-02-24,2108,5,Digital Transformation LLC
AI01424,Deep Learning Engineer,111300,SE,PT,Sweden,S,South Korea,100,"Python, Spark, PyTorch, Scala, Deep Learning",Associate,6,Gaming,2024-11-15,2025-01-04,659,7,Cognitive Computing
AI01425,AI Software Engineer,39402,EN,FL,Ireland,S,Ireland,0,"SQL, PyTorch, Kubernetes, R, TensorFlow",PhD,0,Media,2025-03-08,2025-05-19,1634,5,DataVision Ltd
AI01426,Computer Vision Engineer,68035,MI,PT,Israel,M,Israel,50,"SQL, Git, Mathematics",Master,2,Retail,2024-08-29,2024-10-31,1403,6,Autonomous Tech
AI01427,AI Architect,156224,EX,CT,Ireland,S,Ireland,100,"Deep Learning, Spark, Data Visualization",Bachelor,14,Gaming,2024-06-25,2024-08-19,1573,7,Future Systems
AI01428,Machine Learning Engineer,51565,EN,FL,China,L,China,0,"Linux, Git, Deep Learning",Associate,1,Retail,2025-03-06,2025-03-20,1367,8,Cloud AI Solutions
AI01429,Computer Vision Engineer,130445,SE,PT,Denmark,S,Denmark,0,"Kubernetes, Linux, Tableau, Python, TensorFlow",Master,9,Healthcare,2024-02-25,2024-05-07,1097,7,DeepTech Ventures
AI01430,AI Consultant,211287,EX,FT,Switzerland,M,Switzerland,0,"GCP, Python, NLP, Deep Learning",Bachelor,14,Automotive,2024-07-04,2024-08-19,812,7,Cloud AI Solutions
AI01431,AI Research Scientist,54416,MI,FT,Finland,M,Finland,100,"Linux, Docker, Data Visualization, Kubernetes, Java",Associate,4,Government,2024-03-17,2024-04-15,789,5,Quantum Computing Inc
AI01432,AI Product Manager,124105,SE,CT,Finland,L,India,0,"R, Tableau, Kubernetes, Computer Vision",Bachelor,8,Manufacturing,2025-02-22,2025-03-29,2065,6,Algorithmic Solutions
AI01433,Head of AI,125538,MI,FT,Netherlands,L,Netherlands,100,"Statistics, Python, Computer Vision, TensorFlow",Master,2,Government,2024-08-21,2024-09-10,1633,8,Future Systems
AI01434,Data Scientist,62174,MI,FL,Austria,M,United Kingdom,50,"Python, NLP, Azure",Master,3,Automotive,2024-07-25,2024-09-08,958,5,Cloud AI Solutions
AI01435,Machine Learning Engineer,85696,EN,FT,United Kingdom,L,United Kingdom,50,"Azure, SQL, Statistics, Tableau, Computer Vision",PhD,1,Transportation,2025-04-16,2025-05-26,694,6,Autonomous Tech
AI01436,Machine Learning Engineer,201243,EX,FT,Canada,S,Canada,100,"Deep Learning, Java, NLP",PhD,13,Education,2024-07-05,2024-08-04,618,9,Future Systems
AI01437,Data Analyst,83339,MI,PT,Ireland,L,Ireland,50,"SQL, Azure, Java, TensorFlow, Docker",Associate,4,Telecommunications,2024-03-11,2024-03-29,622,5,DataVision Ltd
AI01438,Research Scientist,159232,EX,FT,China,L,China,0,"Mathematics, SQL, Python, Java",Associate,13,Manufacturing,2024-11-19,2025-01-16,2187,8,DataVision Ltd
AI01439,AI Specialist,144647,EX,PT,Ireland,S,Ireland,50,"Docker, Scala, Git, R, MLOps",Bachelor,17,Automotive,2024-01-11,2024-01-28,1607,7,Autonomous Tech
AI01440,Deep Learning Engineer,82260,EN,CT,Norway,S,Canada,100,"Docker, Java, R, SQL, Tableau",Master,0,Energy,2024-07-05,2024-07-25,618,9,TechCorp Inc
AI01441,Deep Learning Engineer,86657,SE,PT,India,M,India,100,"Linux, SQL, Computer Vision, Python, AWS",Bachelor,5,Technology,2024-04-21,2024-05-28,1718,9,Neural Networks Co
AI01442,Robotics Engineer,102083,EX,FL,Ireland,S,Ireland,0,"AWS, Tableau, Kubernetes, Spark, Data Visualization",PhD,19,Education,2024-06-07,2024-07-09,867,5,Predictive Systems
AI01443,Head of AI,223945,EX,FL,Australia,S,China,100,"GCP, Git, NLP, Computer Vision, Python",PhD,14,Telecommunications,2024-01-05,2024-01-31,1616,9,TechCorp Inc
AI01444,Machine Learning Engineer,115871,SE,FT,Sweden,M,Sweden,0,"NLP, Hadoop, Deep Learning, Python, Java",Associate,5,Media,2025-04-03,2025-05-11,2263,5,Machine Intelligence Group
AI01445,AI Research Scientist,80733,EN,CT,Singapore,L,South Korea,50,"Python, TensorFlow, Deep Learning, Git",Master,1,Finance,2024-11-10,2024-12-19,1649,5,DeepTech Ventures
AI01446,Data Scientist,50634,EN,FT,Ireland,L,Ireland,50,"SQL, Kubernetes, Tableau, Linux",Master,1,Technology,2024-02-08,2024-03-17,1345,6,AI Innovations
